24,0,124,124,0,-1,-1,-1.0,-1.0
8,2,115,101,0,-1,-1,-1.0,-1.0
24,0,123,123,0,-1,-1,-1.0,-1.0
8,2,149,112,0,-1,-1,-1.0,-1.0
24,0,108,85,0,-1,-1,-1.0,-1.0
24,0,132,142,0,-1,-1,-1.0,-1.0
24,0,124,93,0,-1,-1,-1.0,-1.0
24,0,117,134,0,-1,-1,-1.0,-1.0
24,0,129,114,0,-1,-1,-1.0,-1.0
24,0,116,116,0,-1,-1,-1.0,-1.0
24,0,120,88,0,-1,-1,-1.0,-1.0
24,0,150,95,0,-1,-1,-1.0,-1.0
24,0,112,122,0,-1,-1,-1.0,-1.0
24,0,101,135,0,-1,-1,-1.0,-1.0
8,2,150,142,0,-1,-1,-1.0,-1.0
8,2,135,135,0,-1,-1,-1.0,-1.0
8,2,133,96,0,-1,-1,-1.0,-1.0
24,0,137,143,0,-1,-1,-1.0,-1.0
8,2,137,89,0,-1,-1,-1.0,-1.0
8,2,150,142,0,-1,-1,-1.0,-1.0
24,0,137,137,0,-1,-1,-1.0,-1.0
24,0,135,116,0,-1,-1,-1.0,-1.0
8,2,146,146,0,-1,-1,-1.0,-1.0
24,0,135,118,0,-1,-1,-1.0,-1.0
24,0,111,111,0,-1,-1,-1.0,-1.0
24,0,122,134,0,-1,-1,-1.0,-1.0
24,0,150,150,0,-1,-1,-1.0,-1.0
24,0,115,134,0,-1,-1,-1.0,-1.0
24,0,117,134,0,-1,-1,-1.0,-1.0
24,0,118,118,0,-1,-1,-1.0,-1.0
8,2,120,149,0,-1,-1,-1.0,-1.0
8,2,124,124,0,-1,-1,-1.0,-1.0
24,0,90,132,0,-1,-1,-1.0,-1.0
24,0,109,109,0,-1,-1,-1.0,-1.0
24,0,124,93,0,-1,-1,-1.0,-1.0
24,0,122,134,0,-1,-1,-1.0,-1.0
24,0,122,122,0,-1,-1,-1.0,-1.0
8,2,146,146,0,-1,-1,-1.0,-1.0
8,2,148,104,0,-1,-1,-1.0,-1.0
24,0,135,135,0,-1,-1,-1.0,-1.0
24,0,122,134,0,-1,-1,-1.0,-1.0
8,2,135,135,0,-1,-1,-1.0,-1.0
24,0,103,130,0,-1,-1,-1.0,-1.0
24,0,111,111,0,-1,-1,-1.0,-1.0
24,0,66,136,0,-1,-1,-1.0,-1.0
24,0,112,122,0,-1,-1,-1.0,-1.0
24,0,150,142,0,-1,-1,-1.0,-1.0
24,0,129,101,0,-1,-1,-1.0,-1.0
8,2,138,95,0,-1,-1,-1.0,-1.0
8,2,116,92,0,-1,-1,-1.0,-1.0
8,2,143,122,0,-1,-1,-1.0,-1.0
24,0,121,133,0,-1,-1,-1.0,-1.0
8,2,137,136,0,-1,-1,-1.0,-1.0
24,0,150,150,0,-1,-1,-1.0,-1.0
24,0,119,134,0,-1,-1,-1.0,-1.0
8,2,150,96,0,-1,-1,-1.0,-1.0
24,0,150,145,0,-1,-1,-1.0,-1.0
8,2,115,101,0,-1,-1,-1.0,-1.0
24,0,114,114,0,-1,-1,-1.0,-1.0
8,2,143,114,0,-1,-1,-1.0,-1.0
24,0,146,143,0,-1,-1,-1.0,-1.0
8,2,135,135,0,-1,-1,-1.0,-1.0
8,2,111,111,0,-1,-1,-1.0,-1.0
24,0,129,121,0,-1,-1,-1.0,-1.0
24,0,120,106,0,-1,-1,-1.0,-1.0
8,2,125,121,0,-1,-1,-1.0,-1.0
24,0,120,134,0,-1,-1,-1.0,-1.0
24,0,104,91,0,-1,-1,-1.0,-1.0
24,0,121,107,0,-1,-1,-1.0,-1.0
24,0,114,114,0,-1,-1,-1.0,-1.0
8,2,136,150,0,-1,-1,-1.0,-1.0
8,2,133,133,0,-1,-1,-1.0,-1.0
8,2,124,109,0,-1,-1,-1.0,-1.0
24,0,116,134,0,-1,-1,-1.0,-1.0
8,2,122,113,0,-1,-1,-1.0,-1.0
24,0,150,150,0,-1,-1,-1.0,-1.0
24,0,130,130,0,-1,-1,-1.0,-1.0
8,2,146,146,0,-1,-1,-1.0,-1.0
24,0,117,134,0,-1,-1,-1.0,-1.0
8,2,149,112,0,-1,-1,-1.0,-1.0
8,2,150,109,0,-1,-1,-1.0,-1.0
8,2,141,146,0,-1,-1,-1.0,-1.0
24,0,130,130,0,-1,-1,-1.0,-1.0
24,0,150,150,0,-1,-1,-1.0,-1.0
24,0,119,124,0,-1,-1,-1.0,-1.0
24,0,145,145,0,-1,-1,-1.0,-1.0
24,0,88,134,0,-1,-1,-1.0,-1.0
24,0,124,113,0,-1,-1,-1.0,-1.0
24,0,117,134,0,-1,-1,-1.0,-1.0
8,2,150,118,0,-1,-1,-1.0,-1.0
8,2,94,149,0,-1,-1,-1.0,-1.0
8,2,133,133,0,-1,-1,-1.0,-1.0
24,0,148,150,0,-1,-1,-1.0,-1.0
24,0,116,116,0,-1,-1,-1.0,-1.0
24,0,143,143,0,-1,-1,-1.0,-1.0
24,0,135,135,0,-1,-1,-1.0,-1.0
24,0,135,135,0,-1,-1,-1.0,-1.0
8,2,123,120,0,-1,-1,-1.0,-1.0
24,0,108,126,0,-1,-1,-1.0,-1.0
8,2,150,128,0,-1,-1,-1.0,-1.0
